reviewId,review,score,gender,location,date
gen_bb5d785e,"Unfortunately, the suggested songs feature is annoyingly intrusive, making me manually adjust my playlists during workouts",2,female,"Suva, Fiji",2022-10-16
gen_4fe360f1,Here are the paraphrased comments:,2,male,"Valencia, Spain",2018-04-19
gen_fbbc7c8b,"* This company clearly doesn't prioritize its own app, and its poor performance will only worsen over time, making it less convenient for listening to music",2,male,"Boston, United States",2021-03-08
gen_fb2f2cbe,* It's ridiculous that I'm forced into buying premium memberships when I've barely finished playing a song - five songs is far too short of a limit,2,male,"Shanghai, China",2018-11-28
gen_c1b98a18,"* The ads are getting in the way of my music, as one of them stuck on repeat and wouldn't play",2,male,"Los Angeles, United States",2020-09-17
gen_2ef8a038,* It's infuriating to pay for premium but still get plagued by ads in every podcast I listen to - it's not fair that I'm supporting creators who aren't respecting their listeners' paid subscriptions,2,male,"Santa Cruz, Bolivia",2021-05-10
gen_4b45213d,"* Discover Weekly used to be a highlight of my music experience, but lately, it's become more like a rehash of familiar songs rather than new discoveries",2,male,"Mumbai, India",2019-01-06
gen_6e97613e,"* The company's lack of regard for its own app is evident in how poorly it performs over time, making it increasingly inconvenient for listening to music",2,male,"Vancouver, Canada",2020-07-12
gen_46d15828,* I'm fed up with having to purchase premium memberships when the app still limits my song choices after just five plays - that's simply unacceptable,2,male,"New York, United States",2021-02-11
gen_deecd3c6,"* It's frustrating that despite paying for premium, I get bombarded by ads in every podcast I listen to, and it's not fair to the creators or the listeners who are supporting them financially",2,male,"Marseille, France",2018-08-01
gen_10b32bc6,"* The Discover Weekly playlist has become stale and predictable lately, with too many songs I've already liked - I want a more curated experience that introduces me to new music",2,male,"Windhoek, Namibia",2020-01-21
gen_8bb6e3fb,Here are the paraphrased comments:,2,male,"Seoul, South Korea",2018-12-15
gen_f5872566,"* It's extremely disappointing that the app limits your listening time to just a couple hours before stopping playback, making it hard to enjoy uninterrupted music",2,male,"Delhi, India",2019-04-24
gen_da29d56f,* I was really let down by the fact that I couldn't view songs in their correct album order like on other platforms,2,male,"Seattle, United States",2020-12-05
gen_daf6b1d1,"* The free version is plagued with an overwhelming number of ads, which quickly becomes tedious and frustrating, despite having some redeeming features",2,male,"Taipei, Taiwan",2019-05-29
gen_a1c97141,* There's an excessive amount of advertising,2,male,"Pretoria, South Africa",2019-11-27
gen_0e77feae,"* For the second time this week, Spotify unjustly filtered over 200 minutes from my streams, only adding a paltry 45 minutes to my SoundCubed collection",2,male,"Shenzhen, China",2018-12-06
gen_f3b2b2f2,Here are the paraphrased comments:,2,female,"Adelaide, Australia",2022-03-21
gen_d9cceba1,"The shuffle feature doesn't function properly, and even with premium subscription, the app still forces you to sit through ads on podcasts",2,male,"Taipei, Taiwan",2019-05-27
gen_f03506a5,"I'm really disappointed by the smart shuffle algorithm, it's extremely frustrating when it plays the same 20-25 songs repeatedly throughout the day",2,male,"Oslo, Norway",2017-12-16
gen_a19f1ba2,"Despite its overall good quality, the app's smart shuffle feature is a major letdown",2,male,"Rosario, Argentina",2021-10-06
gen_d3fea7d7,It's disheartening that nearly every feature of the app requires a premium subscription to be usable,2,male,"Mexico City, Mexico",2021-05-02
gen_85c1311d,"I expect the promised ad-free listening time to actually be honored, but instead I get multiple ads just minutes into my session",2,male,"Hong Kong, China",2019-08-21
gen_8fa1fd21,"Everything was fine until the ad situation got out of hand; it's really annoying when you're supposed to have 3 minutes without ads, but end up getting at least two ads every time you switch songs",2,male,"Birmingham, United Kingdom",2018-03-04
gen_20091400,"The app's performance is slow and laggy, making it unbearable; I'd appreciate a more streamlined version like a lite mode for Spotify",2,male,"Frankfurt, Germany",2018-01-12
gen_a389ac48,Here are 10 paraphrased comments with exactly the same sentiment:,2,male,"Vienna, Austria",2018-01-19
gen_985ea166,"After years of being a paid subscriber, I'm fed up with the constant cookie prompts every time I use the app",2,male,"Taipei, Taiwan",2019-07-06
gen_dcd17ab7,This app is severely lacking in quality,2,male,"Barcelona, Spain",2018-09-07
gen_70548cd8,"The app has so much potential, but the shuffling feature is a major letdown that's making me think about switching to a different service",2,male,"Amsterdam, Netherlands",2018-02-04
gen_5563af14,What's frustrating is that it keeps freezing randomly even when I have a stable internet connection,2,male,"Oslo, Norway",2017-12-10
gen_d4c0e346,"It's absurd that despite paying more for this app, they still can't get the basic functionality right",2,female,"Lima, Peru",2022-02-26
gen_77847e0b,The fact that my liked playlist has been inaccessible for months now is inexcusable and needs to be fixed ASAP,2,female,"Sydney, Australia",2022-05-05
gen_f89f5a06,"I'm extremely disappointed with how poorly this app performs, especially considering it keeps getting pricier",2,male,"Ottawa, Canada",2020-12-26
gen_dcfbf02b,It's unacceptable that the app crashes every time I try to skip ads on a podcast,2,male,"Dublin, Ireland",2018-11-06
gen_816451e0,The constant freezing and lack of functionality are making me regret sticking with this app for so long,2,male,"Warsaw, Poland",2018-03-01
gen_65ced1e6,Here are the paraphrased comments:,2,male,"Madrid, Spain",2018-04-20
gen_aa8e57fc,* Way too many annoying add-ons,2,male,"Rio de Janeiro, Brazil",2021-09-16
gen_ef862767,"* The new interface is a complete disaster, I have no idea what possessed you to change it. It's infuriating and illogical, I just want to click on a song and hear the full thing without being bombarded with fragments",2,male,"Birmingham, United Kingdom",2018-10-09
gen_09717697,"* Can you please resolve this issue where disabled songs still play? It's so frustrating that disabling a song only hides it in the queue, but doesn't actually prevent it from playing when it reaches its turn",2,male,"Vancouver, Canada",2021-04-08
gen_50437867,"* Why did you have to axe the weekly mini Spotify premium? I don't need a full month of Spotify, can't we just enjoy it without breaking the bank?",2,female,"Wellington, New Zealand",2022-11-19
gen_ad7edf0b,* There's terrible lag when playing music with Bluetooth devices - please get this fixed ASAP,2,male,"Hamburg, Germany",2018-05-08
gen_43abf2de,Here are 10 paraphrases of the original comments:,2,male,"Pretoria, South Africa",2020-04-15
gen_b422fbc8,"The ads in this app can be incredibly annoying, often appearing multiple times at once",2,male,"Seattle, United States",2020-09-22
gen_5a343a46,I'm fed up with how frequently Spotify interrupts my music listening experience with irrelevant songs and obtrusive ads,2,male,"Pretoria, South Africa",2019-11-27
gen_82b45dc6,"The new UI is an utter disaster; it's slow, confusing, and makes using the app a chore",2,male,"Bangalore, India",2019-09-10
gen_690905c8,I'm extremely dissatisfied with the latest GUI update - it's made the app more frustrating to use than ever before,2,male,"Bogotá, Colombia",2021-10-21
gen_617372c9,Spotify's constant changes are a major letdown; what was once a convenient and user-friendly experience has become a frustrating mess,2,male,"Lyon, France",2018-06-27
gen_9b0d1662,"Their ""ad-free listening"" claim is nothing but a lie, and I'm at my wit's end with how often ads pop up after 30 minutes of use",2,male,"Johannesburg, South Africa",2019-10-02
gen_6c51bcd4,"It's outrageous that Spotify gets away with false advertising, claiming something that doesn't even exist - it's unacceptable!",2,male,"Helsinki, Finland",2018-10-13
gen_80127848,"The app's crashes have become more frequent since the last update; I've tried everything to fix it, but nothing seems to work",2,male,"Taipei, Taiwan",2019-07-06
gen_2430ff1a,"Why do they keep breaking their own app?! Every time I try to listen to music, it freezes or crashes for no reason at all",2,male,"Kampala, Uganda",2019-11-27
gen_1d273518,Here are the paraphrased comments:,2,male,"Addis Ababa, Ethiopia",2020-06-30
gen_dc54d0a2,The bottom navbar plus button is really annoying to deal with,2,male,"Dakar, Senegal",2019-12-16
gen_59ef719f,"It's infuriating that I keep seeing Spanish ads despite not speaking Spanish and consistently disliking them, showing a clear lack of attention to user feedback",2,male,"Lusaka, Zambia",2019-10-13
gen_c4e28caf,One of the things that bothers me about this app is that free users can't listen to songs in order,2,male,"Frankfurt, Germany",2018-01-12
gen_46ad6166,"Initially, everything worked smoothly after installing it. However, now it keeps rejecting playlists as empty, even when I've cleared the cache and changed my location settings. It's puzzling what the issue could be",2,male,"Oslo, Norway",2017-12-16
gen_3da088db,"The ""30 minutes of uninterrupted listening"" claim is completely misleading - it starts playing one song then hits me with a string of ads, which is ridiculous given that's not at all how it's presented",2,male,"Mexico City, Mexico",2021-05-01
gen_aed9dea1,That annoying notification about 30 minutes of interrupted listening is basically a lie since it immediately starts playing ads after the first song,2,male,"Marseille, France",2018-04-29
gen_ee297bf7,"I'm really fed up with the plus button in the bottom navbar, it's such an inconvenience",2,female,"Wellington, New Zealand",2022-11-19
gen_15178e17,"It's outrageous that I keep seeing Spanish ads when I don't speak Spanish and actively dislike them, showing a clear disregard for user feedback",2,male,"Washington DC, United States",2020-08-18
gen_d48306d4,One of my biggest issues with this app is that free users can only listen to songs out of order,2,male,"Lusaka, Zambia",2020-01-04
gen_b690dea4,Here are the paraphrased comments with the same sentiment:,2,male,"Cali, Colombia",2021-08-07
gen_3156c42d,"* I pay for premium, but this app is a disappointment - it only plays 20 songs on repeat, and its algorithm is laughable",2,male,"Lusaka, Zambia",2019-10-13
gen_dd58cd49,* The app freezes on me all the time,2,male,"Boston, United States",2020-09-14
gen_1af5241b,"* It refuses to load, so I'm unable to access my music",2,male,"Krakow, Poland",2018-06-04
gen_8a471d1f,* Why are you constantly skipping episodes from 6-12?! Stop shuffling me back to older ones!,2,male,"Kumasi, Ghana",2019-12-14
gen_002f750a,"* The audio quality isn't impressive, and this app takes advantage of artists - there are better alternatives that don't rip people off",2,male,"Harare, Zimbabwe",2020-05-09
gen_5e2d5a99,Here are 10 paraphrases of the original comments:,2,male,"Copenhagen, Denmark",2017-12-13
gen_1338fb8d,"It's taking forever to load, and now I'm stuck waiting for it to let me play a song",2,male,"Rabat, Morocco",2019-09-17
gen_203610d5,"The skip limit is driving me crazy, and I'm sick of getting stuck with songs I don't even like",2,male,"Cairo, Egypt",2020-04-11
gen_5d34e761,The free version has lost its value,2,male,"Jakarta, Indonesia",2019-06-28
